method_id,canonical_name,primary_metric_value,power,verdict,classification_hint
PC-36-schema-recon,Schema recon: does the corpus retain the administrative payload layer? (read-onl,"1276 numerals, 629 logogram occ (OLE 133/GRA 115/CYP 95...), 310 fraction tokens unparsed, KU-RO 37x [VERIFIED_FROM_ARTIFACT]",n/a,PARTIAL-executable: integer core (commodity x integer-quantity x total x positio,REPORT_ONLY
PC-37-schema-induction,Administrative-schema induction: total-reconciliation from structure alone vs pe,"7/24 exact (29.2%), 7/20 clean (35%) vs null 0.54% mean; entry adjacency 82.5% word-before, 28.1% logogram-before [VERIFIED_FROM_ARTIFACT]",null proves the structure is real,"EXPLORATORY/DESCRIPTIVE (NOT gate-validated): 29.2% (7/24) exact, 35% clean subs",REPORT_ONLY
PC-38-campaign-phaseA-audit,Linear A 12h campaign Phase A: exhaustive verdict-map audit across all branches,Cypriot triangulation REFUTED_ALREADY (circular; 2 anchors same toponym pair; p=0.148); drift NO_POWER (FP~99.6%); Egyptian INCOMPLETE/SOURCE_BLOCKED [REPORT_ONLY],ceiling liftable only from outside the corpus,every avenue converges on one corpus-identifiability ceiling; 6th-10th rigorous ,REPORT_ONLY
PC-39-campaign-egyptian-power,Campaign T2: Egyptian external-anchor frozen-regime power pass,FP 0.25->0.04 at La=4 (frozen); La=3 FP 0.24 [REPORT_ONLY],NOT NO_POWER by design but scarcity-limited,design-viable but scarcity-limited: FP drops 0.25->0.04 at La=4 (frozen) but hin,REPORT_ONLY
PC-40-campaign-completeness-critic,Campaign T3: adversarial completeness critic (methods / data / assumptions),admin arithmetic powered+non-circular but re-derives Bennett; libation underpowered; SigLA bbox redundant with editorial gold [REPORT_ONLY],the one non-circular L3 target lacks held-out mass,all 3 diverse-lens critics converge: NO_GENUINE_AVENUE / ALREADY_TESTED / UNDERP,REPORT_ONLY
PC-41-campaign-identifiability-synthesis,Campaign T4: identifiability synthesis (parameters > constraints -> UNDERDETERMI,median 1 sign/insc; 53.9% single-sign; 63% Haghia Triada; 83.8% hapax multi-sign words; 259 params > 212 constraints; info_budget certifies L6=False [VERIFIED_FROM_ARTIFACT],estimated_power 0.0 < floor 0.5 (UNDERPOWERED),UNDERDETERMINED: 259 sign-value parameters > 212 independent constraints (genero,REPORT_ONLY
PC-42-campaign-kuro-control,"Campaign T5: KU-RO arithmetic-reconciliation positive control (harness FIRES, si","observed_exact 0.25, within_1 0.357, null_mean_exact 0.0147, separation 17x, p 0.0005; HT 0.259 (n=27), non-HT 0.0 (n=1) [VERIFIED_FROM_ARTIFACT]",fires strongly in-corpus; NO_POWER cross-site,"harness_fires_on_signal=True (25% vs 1.47% null = 17x, p=0.0005) BUT cross_site_",REPORT_ONLY
A1_reconstruct,Reconstruction/recompute of Foundry position->C/V analogue (LB),,NOT_RECORDED,REPRODUCED_EXACTLY + filter-bug found (exp(log(20))<20 drops 3 signs; 74 vs 77),REPORT_ONLY
A2_multiplicity,Multiplicity audit of the position->C/V p-value,,NOT_RECORDED,SINGLE-FEATURE POSITION DOWNGRADED — survives no correction; not even the best f,REPORT_ONLY
A3_replications,Independent replications of C/V partition (GMM/HMM latent class),,NOT_RECORDED,EXPLORATORY_FREQUENCY_ARTIFACT; 2 unsupervised models FAIL; oriented null p0.146,REPORT_ONLY
A4_grouped,Grouped generalization (freq-band-disjoint / LOSO / chronological),,NOT_RECORDED,REFUTE-AS-STATED; collapses under freq-band-disjoint split (position-only 0.481=,REPORT_ONLY
A5_degradation,Degradation response surface (LB -> LA regime),,NOT_RECORDED,REFUTE+NO_POWER; flat non-significant surface (undegraded LB p~0.16),REPORT_ONLY
A6_nulls,End-to-end null battery for the position channel (WP-A verdict task),,NOT_RECORDED,CV_ANALOGUE_REFUTED (WP-A verdict),REPORT_ONLY
B1_representations,Build 8 channel-specific segmentation representations,,NOT_RECORDED,"COMPLETE — 8 representations, provenance+reversibility verified",REPORT_ONLY
B3_known_script,Known-script (LB) boundary recovery + downstream by segmentation family,,NOT_RECORDED,"SUPPORTED_ON_LB (6 families beat baselines, Bayesian F1 0.608); C/V seg-INVARIAN",REPORT_ONLY
B4_synthetic,Synthetic syllabic-corpus segmentation calibration,,NOT_RECORDED,QUANTIFIED: at LA hapax regime boundary skill over all-cut ~0; over-cut superset,REPORT_ONLY
B5_la_ensemble,Linear A segmentation ensemble (validated models only),,NOT_RECORDED,probabilistic over-cut set; real signal is physical layout not distribution (row,REPORT_ONLY
B6_downstream,Downstream causal segmentation test (held-out LB endorsement),,NOT_RECORDED,held-out LB endorses GORILA_WORD; ensemble over-cut annihilates LA morphology,REPORT_ONLY
C1_candidates,Catalogue LA one/few-sign-diff substitution pairs,,NOT_RECORDED,CATALOGUED 3749 pairs + 253 edition-disagreements; 7 Tier-A,REPORT_ONLY
C3_lb_calib,Linear B substitution-channel calibration,,NOT_RECORDED,CALIBRATED: consonant-held axis AUC 0.744; same-vowel weak 0.612; allograph anti,REPORT_ONLY
C_AUDIT,Substitution consonant-held axis WP-A-style audit on LB (BONUS),,NOT_RECORDED,SUBSTITUTION_CONSONANT_AXIS_VALIDATED (survives full battery; frequency-normaliz,REPORT_ONLY
C4_la_graph,Linear A substitution graph (anonymous relative classes),,NOT_RECORDED,CONSONANT_HELD_ANALOGUE = NOT_RECOVERED (underpowered + word-initial wrong-signa,REPORT_ONLY
C5_stability,LA substitution-graph stability + deflated information gain,,NOT_RECORDED,FRAGILE; SEVERE Haghia-Triada dependency; deflated info-gain 4 bits (vs 12 if-tr,REPORT_ONLY
D1_multiview,Multi-view latent relative-feature model over audited channels,,NOT_RECORDED,"MULTIVIEW_NO_VALUE_RECOVERY (fused vowel-AUC 0.538, residualized 0.450)",REPORT_ONLY
D2_ablations,View ablations of the multi-view model,,NOT_RECORDED,LA null after frequency across all views; LB control fires freq-robust,REPORT_ONLY
D3_seed_audit,Seed-propagation audit of Foundry '3-4 seeds -> 0.87',,NOT_RECORDED,SEED_PROPAGATION_FREQUENCY_ARTIFACT (3rd Foundry correction),REPORT_ONLY
D4_frontier,Minimal-seed frontier for value recovery,,NOT_RECORDED,LA below minimal-seed threshold; value-blind selection flat 0.50; SEED_A=0,REPORT_ONLY
D5_posterior,Linear A anonymous relative posterior classes (value-free),,NOT_RECORDED,anonymous K=2 partition (provenance+morphology); aligns vowel/CV only at chance,REPORT_ONLY
E1_morphology,Three anonymous morphology models (MDL/Bayesian/FSM-paradigm),,NOT_RECORDED,A- prefixation robust; corrects wave-2 to A- ONLY (-JA/I- artifacts); libation r,REPORT_ONLY
E2_formula,Formula grammar induction (ledger + libation registers),,NOT_RECORDED,2 formula grammars (ledger KU-RO/KI-RO + libation rigid order p5e-5),REPORT_ONLY
E3_crosssite,Cross-site generalization of morphology (A-/-JA/I-),,NOT_RECORDED,published p 0.0099 (non-HT A-) DOWNGRADED by K1 to descriptive (adaptive p 0.42),REPORT_ONLY
E4_paramreduce,Parameter reduction: compression vs held-out prediction,,NOT_RECORDED,compresses training but held-out gain not structural (metric-insensitive; LB con,REPORT_ONLY
E5_wrongstruct,Wrong-structure controls for A- morphology,,NOT_RECORDED,real A- morphology beats all wrong-structure controls (paired p0.0005); modest,REPORT_ONLY
F1_decompose,Cross-script evidence decomposition (per-channel calibratability),,NOT_RECORDED,only admin_function non-circular+calibratable = NULL; value channels circular; 0,REPORT_ONLY
F2_calib,Known-script calibration of shape->descent->value chain,,NOT_RECORDED,cross-script value power NULL at LA scale,REPORT_ONLY
F4_loso,"Leave-one-sign-out LA-LB value-family prediction (+Cypro-Minoan, rel-class compa",,NOT_RECORDED,"LOSO NULL (R@5 0.071 vs shuffled 0.066; 4th distributional null, concordant REFU",REPORT_ONLY
G1_anchor_audit,Audit of existing 115 external anchors,,NOT_RECORDED,115 records -> 6 lineages / 1 value channel / 5 toponym equations; zero held-out,REPORT_ONLY
G2_expand,Expand high-value multi-sign-constraining anchor classes,,NOT_RECORDED,rich relative substrate but ZERO new value-bearing anchors,REPORT_ONLY
G3_seedq,Seed-quality classification + compound systems + anchor nulls,,NOT_RECORDED,SEED_A=0; no independently-secure value seed; value substrate = one circular top,REPORT_ONLY
H1_round1,Bounded candidate round 1 (relative-class-constrained family models),,NOT_RECORDED,"AT_END_TO_END_NULL (0/3 families; SEM only KU-RO, fails Holm+LOO; controls at nu",REPORT_ONLY
H2_round2,Bounded candidate round 2 (anchor-constrained family/isolate models),,NOT_RECORDED,AT_ANCHOR_CONSTRAINED_NULL (anchors add 0 held-out matches; SEED_A=0 direct),REPORT_ONLY
H3_round3,Bounded candidate round 3 (morphology-first joint decipherment) — decisive ident,,NOT_RECORDED,"AT_JOINT_INFERENCE_NULL — backbone relabeling-invariant (200 relabelings, read-c",REPORT_ONLY
I1_agnostic,Agnostic constrained value search (beam/best-first + MDL grids),,NOT_RECORDED,UNDERDETERMINED_NO_RECOVERY (detector LIVE on LB; LA null informative; >=10^27 t,REPORT_ONLY
J1_exposure,Anetaki public-exposure audit (sealable-delta definition),,NOT_RECORDED,only unpublished transliterated VALUES sealable; 8 exclusion classes,REPORT_ONLY
J2_seals_programme,Sealed-prediction programme (freeze 5 hashed seals),,NOT_RECORDED,5 hashed seals frozen; phonetic scoring NO_CANDIDATE_TO_SEAL; structural predict,REPORT_ONLY
SEAL_2,SEAL_2 held-out 15% inscriptions (A-prefix + ledger well-formedness),,NOT_RECORDED,SUPPORTED (held-out A-rate 0.0525 inside band; ledger wf 0.857),REPORT_ONLY
SEAL_3,SEAL_3 unseen site Khania (carrier-value grammar transfer + KU-RO absence),,NOT_RECORDED,SUPPORTED (carrier-value wf 0.8525; KU-RO absence correctly predicted; the subst,REPORT_ONLY
SEAL_4,"SEAL_4 unseen libation family (rigid anchor order, leave-one-carrier-out)",,NOT_RECORDED,"SUPPORTED (0/45 inversions, LOO)",REPORT_ONLY
SEAL_5,SEAL_5 masked-notation ledger arithmetic (committed negative),,NOT_RECORDED,honest committed NEGATIVE — UNDERPOWERED_NO_SIGNAL (does not beat mode baseline),REPORT_ONLY
ANETAKI_DELTA_SEAL,ANETAKI_FINAL_EDITION_DELTA_SEAL (prospective structural-only),,NOT_RECORDED,SEALED_PROSPECTIVE (PASS=null; scoreable on editio princeps),REPORT_ONLY
K1_nulls,Full adaptive best-of-selection null programme,,NOT_RECORDED,NULLS_CONFIRM_NULLS; value-layer FP=chance (0 bits); 3 L2/L3 positives survive; ,REPORT_ONLY
L1_sourcewatch,Source watch + expected-information-gain ranking + ingestion readiness,,NOT_RECORDED,9 acquisitions ranked; Anetaki II = falsification power not licence lift,REPORT_ONLY
M1_synthesis,Final synthesis + 7-licence gate evaluation,,NOT_RECORDED,NEW_CONSTRAINTS_BUT_NO_DECIPHERMENT; all 7 licences NOT_EARNED; highest L2/L3,REPORT_ONLY
